replicate,saprot_macro_f1,blast_macro_f1,delta_saprot_minus_blast,sampled_groups,sampled_rows
316,0.4712641296033478,0.524706588960069,-0.05344245935672126,181,274
317,0.4375907364640285,0.4844270547705745,-0.046836318306546,181,299
318,0.43160119115802853,0.4157310360856494,0.015870155072379155,181,336
319,0.40931906117005973,0.45590254355012716,-0.04658348238006743,181,312
320,0.403629475533323,0.4704676046290953,-0.0668381290957723,181,306
321,0.4243178828013238,0.41201906349188133,0.012298819309442488,181,323
322,0.4181217146187316,0.4944379949643108,-0.07631628034557919,181,320
323,0.46417345019829487,0.5286305826678498,-0.06445713246955492,181,316
324,0.4577939917225632,0.5350730480298587,-0.07727905630729548,181,277
325,0.4970652880283896,0.506577985506557,-0.009512697478167353,181,310
326,0.43787902201036005,0.4699236096257593,-0.032044587615399245,181,332
327,0.4801407141617853,0.5031234057446995,-0.022982691582914216,181,289
328,0.46286037563283144,0.49890592395998157,-0.03604554832715012,181,299
329,0.4429587963021352,0.48293606623284135,-0.03997726993070616,181,314
330,0.4409365474717248,0.435194320643237,0.005742226828487795,181,321
331,0.44308777961040285,0.47594867558226334,-0.03286089597186048,181,332
332,0.46596445747759063,0.5077397211951279,-0.04177526371753726,181,319
333,0.4555656636392222,0.4934284329568202,-0.03786276931759802,181,304
334,0.440693546284665,0.4325211730966024,0.008172373188062632,181,337
335,0.4393896235357354,0.462865589694858,-0.02347596615912262,181,309
336,0.5161183578790801,0.5524512200089616,-0.036332862129881516,181,277
337,0.4521187840274776,0.4640066833751045,-0.011887899347626851,181,315
338,0.4314776089768552,0.4643034776773378,-0.0328258687004826,181,314
339,0.44128172278535255,0.4623770133432233,-0.02109529055787074,181,332
340,0.4423841310223479,0.4174808828954858,0.02490324812686212,181,301
341,0.4730210269987408,0.4663315497113291,0.006689477287411705,181,318
342,0.4990114407545473,0.4837131307424061,0.015298310012141159,181,292
343,0.3596089987656252,0.5489782828317542,-0.18936928406612902,181,280
344,0.47419993115759657,0.48316059956416846,-0.008960668406571892,181,309
345,0.4740195519932712,0.4966799957204376,-0.022660443727166357,181,289
346,0.48764953131449085,0.44703607676338014,0.040613454551110706,181,329
347,0.5003527343603543,0.5106564888515656,-0.010303754491211237,181,302
348,0.3871515988732881,0.5051003095034958,-0.11794871063020773,181,290
